text,label
"If the temporary storage bottle provided as part of the Actiq Child Safety Kit is available, partially consumed units may be stored in the specially provided child-resistant container out of the reach of children until proper disposal is possible.",2
"When you get an episode of breakthrough cancer pain, use the dose of Actiq prescribed by your healthcare provider as follows:",2
Warranty Statement,1
"Advise patients that Adderall XR is a federally controlled substance because it can be abused or lead to dependence. Additionally, emphasize that Adderall XR should be stored in a safe place to prevent misuse and/or abuse. Evaluate patient history (including family history) of abuse or dependence on alcohol, prescription medicines, or illicit drugs [see Warnings and Precautions (5.1), Drug Abuse and Dependence (9)].",2
"With normal urine pHs, approximately half of an administered dose of amphetamine is recoverable in urine as derivatives of alpha-hydroxy-amphetamine and approximately another 30-40% of the dose is recoverable in urine as amphetamine itself. Since amphetamine has a pKa of 9 .9, urinary recovery of amphetamine is highly dependent on pH and urine flow rates. Alkaline urine pHs result in less ionization and reduced renal elimination, and acidic pHs and high flow rates result in increased renal elimination with clearances greater than glomerular filtration rates, indicating the involvement of active secretion. Urinary recovery of amphetamine has been reported to range from 1% to 75%, depending on urinary pH, with the remaining fraction of the dose hepatically metabolized. Consequently, both hepatic and renal dysfunction have the potential to inhibit the elimination of amphetamine and result in prolonged exposures. In addition, drugs that effect urinary pH are known to alter the elimination of amphetamine, and any decrease in amphetamine's metabolism that might occur due to drug interactions or genetic polymorphisms is more likely to be clinically significant when renal elimination is decreased [see Drug Interactions (7)].",2
Pseudoephedrine HCI 15 mg Nasal Decongestant per 5 mL,2
What are the ingredients of Doxorubicin?,2
Principal Display Panel - 225 Caplet Bottle Label – 0573-1711-14,0
Discontinuation of Alfentanil HCl Injection,1
"The pre-specified analysis for the MPFID was based on at least a 5-point reduction within-patient responder definition. Aimovig 70 mg once monthly was not significantly better than placebo for the proportion of responders for everyday activity [difference from placebo: 4.7%; odds ratio = 1.2; p-value = 0.26] and physical impairment [difference from placebo: 5.9%; odds ratio = 1.3; p-value = 0.13]. In an exploratory analysis of the change from baseline in the mean MPFID scores at month 3, patients treated with Aimovig 70 mg, as compared to placebo, showed nominally greater reductions of physical impairment scores [difference from placebo: -1.3; p-value = 0.021], but not of everyday activities scores [difference from placebo: -1.1; p-value = 0.061].",2
PRINCIPAL DISPLAY PANEL - 10 mg Tablet Bottle Label,0
"Store at room temperature, between 20°C and 25°C (68°F and 77°F). Do not refrigerate or freeze. Highly flammable, store away from any heat source.",2
A summary of the incidence and type of common adverse events reported in three pooled 16- to 26-week placebo-controlled monotherapy trials of Actos is provided in Table 1. Terms that are reported represent those that occurred at an incidence of >5% and more commonly in patients treated with Actos than in patients who received placebo. None of these adverse events were related to Actos dose.,2
After the Injection,2
Indications and Usage for Acetazolamide Tablets,0
Instruct patients and/or caregivers to use the Trainer to familiarize themselves with the use of Adrenaclick in an allergic emergency. The Trainer may be used multiple times.,2
Accupril Dosage and Administration,0
Cardiovascular Thrombotic Events,2
"In the treated population, the median [mean] ABR for the 23 adolescent subjects age 12 to <18 years of age on routine prophylaxis was 2.1 [5.2] compared to a median [mean] ABR of 1.9 [4.6] for the 97 subjects 18 years and older. Reduction in ABR between the treatment arms was observed regardless of baseline subgroups examined, including age, presence or absence of target joints, and pre-trial treatment regimen. The majority of the bleeding episodes during prophylaxis (95%) were of minor/moderate severity. Forty-five out of 120 subjects (38%) experienced no bleeding episodes and 68 out of 120 subjects (57%) experienced no joint bleeding episodes in the prophylaxis arm. Of those subjects who were compliant to regimen (per-protocol population), 40 out of 101 subjects (40%) experienced no bleeding episodes. All subjects in the on-demand arm experienced a bleeding episode, including a joint bleeding episode.",2
"Metabolic: Electrolyte imbalance (see PRECAUTIONS), hyperglycemia, glycosuria, hyperuricemia.",2
No clinically meaningful effect on the exposure of midazolam (sensitive CYP3A substrate) or repaglinide (sensitive CYP2C8 substrate) is expected following co-administration with Alecensa.,2
Revised 05/08,2
"If concomitant use with CYP3A4 inducer is necessary, follow the patient for reduced efficacy and signs  of opioid withdrawal and consider increasing the Acetaminophen, Caffeine, and Dihydrocodeine  Bitartrate Tablets dosage as needed.",2
"             Hypothalamic-Pituitary-Adrenal Axis Effects: No significant differences across treatments were observed in 24-hour urinary cortisol excretion and, where measured, 24-hour plasma cortisol AUC. The systemic pharmacodynamic effects of fluticasone propionate were not altered by the presence of salmeterol in Advair Diskus in healthy subjects.",2
More about Acclean (chlorhexidine topical),0
Drug/Laboratory test interactions,1
Therapy with Accuretic should be interrupted for a few days before carrying out tests of parathyroid function.,2
"The pharmacologic effects of beta-adrenergic agonist drugs, including albuterol, are at least in part attributable to stimulation through beta-adrenergic receptors on intracellular adenyl cyclase, the enzyme that catalyzes the conversion of adenosine triphosphate (ATP) to cyclic-3´, 5´-adenosine monophosphate (cyclic AMP). Increased cyclic AMP levels are associated with relaxation of bronchial smooth muscle and inhibition of release of mediators of immediate hypersensitivity from cells, especially from mast cells.",2
"incompletely described effect upon erythropoiesis. Patients on long - term treatment with NSAIDs, including ibuprofen tablets, should have their hemoglobin",2
"​Adapalene Topical Solution, 0.1%",1
30 mL VIal,2
"In clinical studies and postmarketing safety experience with Aldurazyme, approximately 1% of patients experienced severe or serious hypersensitivity reactions.  In patients with MPS I, pre-existing upper airway obstruction may have contributed to the severity of some reactions.  Due to the potential for severe hypersensitivity reactions, appropriate medical support should be readily available when Aldurazyme is administered.  Because of the potential for recurrent reactions, some patients who experience initial severe reactions may require prolonged observation.",2
"2 mg tablet is white and debossed on the unscored side with ""ACN 2"".",2
"The safety data described below reflect exposure to fexofenadine hydrochloride in 5083 patients in trials for allergic rhinitis and chronic idiopathic urticaria. In these trials, 3010 patients 12 years of age and older with seasonal allergic rhinitis were exposed to fexofenadine hydrochloride at doses of 20 to 240 mg twice daily or 120 to 180 mg once daily. A total of 646 patients 6 to 11 years of age with seasonal allergic rhinitis were exposed to fexofenadine hydrochloride at doses of 15 to 60 mg twice daily. The duration of treatment in these trials was 2 weeks. A total of 534 patients 6 months to 5 years of age with allergic rhinitis were exposed to fexofenadine hydrochloride at doses of 15 to 30 mg twice daily. The duration of treatment in these trials ranged from 1 day to 2 weeks. There were 893 patients 12 years of age and older with chronic idiopathic urticaria exposed to fexofenadine hydrochloride at doses of 20 to 240 mg twice daily or 180 mg once daily. The duration of treatment in these trials was 4 weeks.",2
Salicylates may enhance the effect of anticoagulants and inhibit the uricosuric effect of uricosuric agents.,2
"Manufactured by:
ANI Pharmaceuticals Canada, Inc.
Oakville, ON L6H 1M5
Canada",2
The population pharmacokinetic analysis involved 76 males and 51 females with asthma who received salmeterol in combination with fluticasone propionate and showed no gender differences for salmeterol pharmacokinetics.,2
"Comply with local laws and regulations on drug disposal of CNS stimulants. Dispose of remaining, unused, or expired ADZENYS ER at authorized collection sites such as retail pharmacies, hospital or clinic pharmacies, and law enforcement locations. If no take-back program or authorized collector is available, mix ADZENYS ER with an undesirable, nontoxic substance to make it less appealing to children and pets. Place the mixture in a container such as a sealed plastic bag and discard ADZENYS ER in the household trash.",2
Store at controlled room temperature 20° to 25° C (68° to 77° F) [see USP].,2
C. Final Lens Power,1
3 minutes,1
"Do not use if the solution is turbid. Since this product contains no antimicrobial preservative, do not begin administration more than 4 hours after the container has been entered. Discard partially used vials.",2
"MYCITE Patches Manufactured for Otsuka America Pharmaceutical, Inc. 3956 Point Eden Way, Hayward, CA 94545 USA",2
NDC 0944-4625-01,2
"It is not known whether adefovir is present in human breast milk, affects human milk production, or has effects on the breastfed infant.",2
"In cohort 3 (N=83), significantly more patients treated with Adefovir Dipivoxil achieved the primary efficacy endpoint at the end of 48 weeks of blinded treatment (23%) when compared to placebo-treated patients (0%). The proportion of patients from cohorts 1 and 2 who responded to treatment with Adefovir Dipivoxil was not statistically significant when compared to the placebo arm, although the adefovir plasma concentrations in these patients were comparable to those observed in older patients. Overall, 22 of 115 (19%) of pediatric patients who received Adefovir Dipivoxil versus 1 of 58 (2%) of placebo treated patients responded to treatment by Week 48 [See Adverse Reactions (6.3), Use In Specific Populations (8.4) and Clinical Pharmacology (12.3, 12.4)].",2
